Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,NAIVE.ate,NAIVE.bias,NAIVE.mae,NAIVE.mse,NAIVE.empse,NAIVE.vr,NAIVE.cov,NAIVE.ciwidth,NAIVE.std_bias,shapeBC_f
320,N_AC300b_X0.69b_EM1.11meanX_AC0.2corX0.35sdBC0.4shapeBCNorm,300,0.693147181,1.108662625,0.2,0.35,0.4,normal,1.156133268,1.156133268,3.051314273,15.45745189,3.759646618,1.379397078,0.839,10.68404752,30.75111535,26.75883456,0.685572064,0.685572064,3.000877786,13.80267745,3.653219732,0.964911643,0.959,14.84110831,18.76624223,-0.51624317,-0.51624317,0.51624317,0.284235574,0.133215277,8.058587229,0,0.064799732,-387.525502,26.76013948,0.65826419,0.65826419,3.093354723,14.71113325,3.780491188,0.887049478,0.975,16.70623062,17.41213397,18.46472258,18.46472258,18.46472258,349.1585073,2.867184728,1.02133609,0,11.00436744,644.0018459,Norm
321,N_AC1000b_X0.69b_EM1.11meanX_AC0.2corX0.35sdBC0.4shapeBCNorm,1000,0.693147181,1.108662625,0.2,0.35,0.4,normal,1.229434441,1.229434441,2.089852627,6.846848141,2.310991081,1.03282873,0.915,8.770978491,53.19944554,85.59895713,0.769093207,0.769093207,2.036190087,6.399140955,2.411109712,0.895071223,0.962,10.5593568,31.89789345,-0.521595955,-0.521595955,0.521595955,0.281144575,0.095348445,11.79878676,0,0.031677752,-547.0419123,85.5993232,0.750589149,0.750589149,2.033845972,6.39357378,2.415786773,0.853315523,0.97,11.09754819,31.07017379,18.5243279,18.5243279,18.5243279,348.1873206,2.245359222,0.993755059,0,8.856957594,825.0050915,Norm
322,N_AC100b_X1.11b_EM1.11meanX_AC0.2corX0.35sdBC0.4shapeBCNorm,100,1.108662625,1.108662625,0.2,0.35,0.4,normal,-0.061535078,-0.061535078,4.947675531,44.22696125,6.653378249,1.972573817,0.724,13.22169201,-0.924869684,8.430264049,-2.290844925,-2.290844925,4.862422853,35.45073451,5.498454059,1.102655623,0.851,19.54694051,-41.66343668,-0.521997213,-0.521997213,0.523732853,0.322046858,0.222745106,5.3593061,0.025,0.162921235,-234.3473322,8.572786707,-2.342318513,-2.342318513,4.787354744,34.23443924,5.364397448,0.992418034,0.889,21.18870363,-43.66414933,20.36185171,20.36185171,20.36185171,432.622202,4.246790793,1.054998127,0,15.77928299,479.4644404,Norm
323,N_AC300b_X1.11b_EM1.11meanX_AC0.2corX0.35sdBC0.4shapeBCNorm,300,1.108662625,1.108662625,0.2,0.35,0.4,normal,-0.028602236,-0.028602236,2.366447735,9.037540298,3.007618323,1.172475797,0.897,10.05534375,-0.950992866,27.14861404,-2.033175237,-2.033175237,3.069832619,14.04930298,3.150464547,0.949732026,0.899,13.00324066,-64.5357282,-0.541991629,-0.541991629,0.541991629,0.311703929,0.134040925,6.976903728,0,0.075310022,-404.3478731,27.16251367,-2.153515159,-2.153515159,3.204839561,15.2503665,3.259349985,0.879308643,0.919,14.53007118,-66.07192137,20.3502254,20.3502254,20.3502254,421.8570236,2.780842136,0.992807059,0,10.97967704,731.8008143,Norm
324,N_AC1000b_X1.11b_EM1.11meanX_AC0.2corX0.35sdBC0.4shapeBCNorm,1000,1.108662625,1.108662625,0.2,0.35,0.4,normal,0.351518349,0.351518349,1.617362872,4.175024908,2.013830994,0.947988202,0.949,8.32718427,17.45520602,84.59406007,-1.902014109,-1.902014109,2.416062993,8.586501218,2.230205678,0.904878731,0.907,9.661234502,-85.28424655,-0.552898465,-0.552898465,0.552898465,0.31410658,0.091751219,9.891782726,0,0.036359287,-602.6061236,84.5943798,-1.917520461,-1.917520461,2.423767846,8.608968537,2.221940782,0.864051429,0.922,10.08024236,-86.29935042,20.3686301,20.3686301,20.3686301,419.6444175,2.183596469,0.991910272,0,8.629349963,932.8019343,Norm
325,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.400477567,0.400477567,0.4,0,0.2,skew,0.924719298,0.924719298,3.89973735,23.61722919,4.77335399,1.26703829,0.871,14.76767037,19.37252715,29.9724843,1.560046866,1.560046866,3.794174606,23.09695969,4.547955295,1.075305649,0.9,16.57915326,34.3021592,-0.561181242,-0.561181242,0.600594631,0.498680319,0.42888212,17.84734827,0.023,0.09419814,-130.8474323,29.9801208,1.61969549,1.61969549,3.769326189,22.66192428,4.478679423,0.986672912,0.92,17.79323271,36.16457748,2.704127102,2.704127102,3.751237932,21.57568849,3.778579464,1.011247038,0.863,14.64702369,71.56464824,skew
326,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.400477567,0.400477567,0.4,0,0.2,skew,0.821615514,0.821615514,2.475087535,9.796911615,3.021752894,1.118864082,0.902,10.58667793,27.19002985,95.97353385,1.10963651,1.10963651,2.469392596,9.749283276,2.920019967,0.997251267,0.932,11.47781739,38.0009905,-0.538339653,-0.538339653,0.540512026,0.34966952,0.24478533,26.10806974,0.006,0.036752654,-219.9231686,95.97355299,1.186562711,1.186562711,2.576678625,10.61732916,3.036217501,0.938461508,0.943,12.68219719,39.08029353,2.545764061,2.545764061,3.013675006,13.55177359,2.660439226,0.993236982,0.834,10.49974006,95.68961533,skew
327,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.400477567,0.400477567,0.4,0,0.2,skew,0.685788223,0.685788223,1.985358437,6.084068083,2.370523566,1.087470567,0.92,8.544858048,28.92982094,323.7011837,0.912531369,0.912531369,2.052736888,6.561193589,2.394621954,1.031958087,0.927,9.096053114,38.10753372,-0.536772719,-0.536772719,0.536798868,0.311331048,0.1524117,36.65805417,0.001,0.016297725,-352.186031,323.7010694,0.922192976,0.922192976,2.05709534,6.594159209,2.397804995,1.001857849,0.934,9.381792909,38.45988216,2.45697301,2.45697301,2.767769695,10.9723303,2.222735811,1.024163596,0.789,8.507395019,110.5382384,skew
328,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.693147181,0.400477567,0.4,0,0.2,skew,1.303597475,1.303597475,3.926223633,24.66470369,4.794614232,1.235647901,0.866,15.21027343,27.18878751,30.17117874,1.719562837,1.719562837,4.019171347,25.05861731,4.703599133,1.055647375,0.916,17.46584156,36.55844787,-0.737803397,-0.737803397,0.755974717,0.739709446,0.442211651,18.54576338,0.016,0.09346813,-166.8439528,30.1711526,1.6903981,1.6903981,3.971438109,24.40592628,4.644356855,0.968833905,0.931,18.79119242,36.39681774,4.023028702,4.023028702,4.642739233,31.29695636,3.889386037,1.002746886,0.806,15.20434849,103.4360864,skew
329,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.693147181,0.400477567,0.4,0,0.2,skew,1.094761174,1.094761174,2.641530971,10.96605358,3.126872061,1.12506701,0.902,10.89456285,35.01138367,95.09623049,1.429168147,1.429168147,2.662689696,11.27218326,3.039555981,0.995254517,0.922,11.97165178,47.01897762,-0.728979973,-0.728979973,0.729056546,0.585040386,0.23169434,25.38490648,0,0.035778155,-314.6300309,95.09622955,1.493415997,1.493415997,2.769282035,12.15871532,3.152516827,0.932632081,0.939,13.25028287,47.37218163,3.877846698,3.877846698,4.055090814,22.70964132,2.771213801,1.001047048,0.719,10.85159634,139.9331476,skew
330,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.693147181,0.400477567,0.4,0,0.2,skew,1.211246784,1.211246784,2.130471909,6.955515659,2.343905027,1.044724857,0.908,8.794601574,51.67644465,324.5649751,1.578927839,1.578927839,2.33307764,8.142291823,2.378010436,0.990598561,0.906,9.410098084,66.3970105,-0.722154714,-0.722154714,0.722154714,0.5426401,0.145443537,36.0135373,0,0.015830941,-496.5189453,324.5643821,1.588162991,1.588162991,2.340034563,8.226979751,2.389650287,0.964042071,0.915,9.716647517,66.46005901,3.965138304,3.965138304,4.052192521,20.7739498,2.248707342,1.004625277,0.569,8.774187754,176.3296731,skew
331,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,100,1.108662625,0.400477567,0.4,0,0.2,skew,1.933714698,1.933714698,3.937883898,24.57294866,4.566678298,1.196782324,0.882,14.95764904,42.34400962,29.86345931,2.054380222,2.054380222,4.201211581,27.6661632,4.844497317,1.088961952,0.907,17.43869977,42.40646835,-0.954903381,-0.954903381,0.961255295,1.100783676,0.434893484,19.0038939,0.008,0.089705359,-219.5717837,29.86344024,1.922639594,1.922639594,4.11783573,26.4605288,4.773549263,0.992069474,0.933,18.8615513,40.27694044,5.975782663,5.975782663,6.232249074,52.74448099,4.129352747,1.06017372,0.644,15.2680311,144.7147538,skew
332,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,300,1.108662625,0.400477567,0.4,0,0.2,skew,2.043922402,2.043922402,2.858768547,12.64917847,2.912050777,1.078847029,0.859,10.58076723,70.18841905,95.85438763,2.378207525,2.378207525,3.134149948,14.88554006,3.039557193,1.013162915,0.886,11.76004873,78.2419074,-0.974699898,-0.974699898,0.974699898,1.001707003,0.227417747,25.20196616,0,0.035372684,-428.5944754,95.85440361,2.449155195,2.449155195,3.246886955,15.95077467,3.156323159,0.947801943,0.904,13.05395027,77.59519769,6.136872011,6.136872011,6.159426131,45.068672,2.723029345,0.997030807,0.39,10.70586667,225.369294,skew
333,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,1.108662625,0.400477567,0.4,0,0.2,skew,1.9307955,1.9307955,2.411196169,8.775466326,2.24778727,1.040425856,0.828,8.468805477,85.89760809,324.4118536,2.310263583,2.310263583,2.708140658,10.85996233,2.351206644,1.010320389,0.813,9.122413827,98.25863622,-0.957417888,-0.957417888,0.957417888,0.934701059,0.134425135,33.66148227,0,0.015654,-712.2312995,324.4117121,2.304788515,2.304788515,2.704750956,10.83236421,2.350710521,0.975834364,0.835,9.442807368,98.04646272,6.037775464,6.037775464,6.037775464,41.04931271,2.144569731,0.9873282,0.229,8.514452303,281.5378478,skew
334,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.400477567,0.693147181,0.4,0,0.2,skew,1.489576751,1.489576751,4.208568825,27.54641157,5.035168875,1.292140338,0.837,15.27504306,29.58345168,29.77507618,1.951326344,1.951326344,4.192504594,27.0792479,4.82647576,1.078705753,0.901,17.53901588,40.42963109,-0.724202382,-0.724202382,0.739388772,0.709834568,0.430756344,18.10855493,0.024,0.09324509,-168.1234397,29.77505685,1.94241566,1.94241566,4.149110052,26.39784923,4.758940865,0.986961298,0.931,18.90115189,40.81613357,4.143817203,4.143817203,4.771634967,33.16905266,4.001730312,1.029371432,0.796,15.23890608,103.5506363,skew
335,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.400477567,0.693147181,0.4,0,0.2,skew,1.325788603,1.325788603,2.689127485,11.36803688,3.101603038,1.116671721,0.891,10.88776609,42.74527033,95.5539122,1.639464657,1.639464657,2.736277126,11.77645233,3.016240321,0.988724425,0.911,11.9582813,54.35457664,-0.72898759,-0.72898759,0.72919363,0.585863047,0.23344086,25.39396816,0,0.036034989,-312.2793451,95.55392266,1.714375483,1.714375483,2.853177753,12.80580354,3.142705338,0.930678077,0.928,13.23677742,54.55094572,4.003212277,4.003212277,4.170658837,23.65618563,2.763714025,0.998918729,0.691,10.8452866,144.8490054,skew
336,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.400477567,0.693147181,0.4,0,0.2,skew,1.225547515,1.225547515,2.140377991,7.310587178,2.411313937,1.075583154,0.896,8.787955546,50.82488418,325.0621373,1.612405834,1.612405834,2.357946088,8.681274574,2.467287885,1.029729613,0.893,9.392359569,65.35134566,-0.73143872,-0.73143872,0.73143872,0.556541746,0.146835642,36.6101229,0,0.015722022,-498.1343154,325.0618381,1.6151802,1.6151802,2.361004879,8.675994271,2.464398598,0.995123009,0.903,9.70760891,65.54054208,4.024196505,4.024196505,4.101346971,21.44421553,2.292447019,1.025027053,0.571,8.766819535,175.5415271,skew
337,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.693147181,0.693147181,0.4,0,0.2,skew,2.047000222,2.047000222,4.046712164,26.38630895,4.713631016,1.222881107,0.849,15.10947708,43.42724782,30.05702412,2.154916367,2.154916367,4.236848547,28.25507089,4.86158836,1.083828119,0.894,17.5831166,44.32535639,-0.880417713,-0.880417713,0.88384062,0.960769857,0.43106882,18.58829599,0.009,0.090904445,-204.2406391,30.05711819,2.059028269,2.059028269,4.148101326,26.92397799,4.765195449,0.983975437,0.926,18.98342398,43.20973381,5.560004842,5.560004842,5.842666111,46.68494027,3.973295044,1.017381992,0.711,15.30893066,139.9343562,skew
338,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.693147181,0.693147181,0.4,0,0.2,skew,1.849167391,1.849167391,2.867432824,12.53807537,3.021222122,1.102179269,0.869,10.74505158,61.20593972,95.28695858,2.166927346,2.166927346,3.037543883,13.91102239,3.037214668,0.997475178,0.895,11.93579849,71.34587387,-0.908130126,-0.908130126,0.908130126,0.87624806,0.227154866,24.68455959,0,0.036072376,-399.7845795,95.2869953,2.226899816,2.226899816,3.143261574,14.88899617,3.152753278,0.934208533,0.915,13.22891552,70.63349459,5.640584308,5.640584308,5.673809841,39.28049103,2.733454127,0.991103802,0.481,10.81112116,206.3537212,skew
339,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.693147181,0.693147181,0.4,0,0.2,skew,1.884457769,1.884457769,2.35102092,8.378202495,2.198147689,0.999510423,0.86,8.620801158,85.72935196,323.4754068,2.27572929,2.27572929,2.638391842,10.41077984,2.288465231,0.96761967,0.841,9.270810783,99.44347236,-0.905939251,-0.905939251,0.905939251,0.840382784,0.140273073,35.43321208,0,0.015518219,-645.8397413,323.4751024,2.27479518,2.27479518,2.63647197,10.37861942,2.282353049,0.932325501,0.855,9.596068692,99.66885623,5.657962847,5.657962847,5.664810021,36.48449402,2.115756808,0.959786964,0.256,8.641099115,267.4202832,skew
340,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,100,1.108662625,0.693147181,0.4,0,0.2,skew,2.710737976,2.710737976,4.051907875,25.61478365,4.276092638,1.206393042,0.825,13.89429029,63.392873,30.01222056,2.313386934,2.313386934,4.170954033,26.53765341,4.605116872,1.113465299,0.885,16.21220386,50.23514057,-1.124815763,-1.124815763,1.125882218,1.440901075,0.419364328,17.98054929,0.001,0.091425347,-268.2192279,30.01219139,2.133069559,2.133069559,4.046489718,24.96243558,4.520274628,1.013614202,0.924,17.48115892,47.18893728,7.387444953,7.387444953,7.486593999,69.80795804,3.904979381,1.045653021,0.505,14.63892666,189.180127,skew
341,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,300,1.108662625,0.693147181,0.4,0,0.2,skew,2.677763505,2.677763505,3.073684082,13.888918,2.593304039,1.038459043,0.792,9.78908615,103.2568286,95.65782573,2.618831622,2.618831622,3.126735738,14.5786696,2.779949398,0.997148932,0.854,10.92835889,94.20429107,-1.138613794,-1.138613794,1.138613794,1.348508164,0.228295668,25.27467634,0,0.035407083,-498.745247,95.65784556,2.663289892,2.663289892,3.210424536,15.39224694,2.88226323,0.929896123,0.888,12.15002834,92.40272939,7.485352322,7.485352322,7.48712829,62.49113316,2.543049522,0.986349929,0.176,10.10652575,294.3455193,skew
342,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,1.108662625,0.693147181,0.4,0,0.2,skew,2.672562223,2.672562223,2.820716877,10.91939307,1.944372603,0.985259296,0.737,7.73583216,137.4511356,323.7360391,2.723295826,2.723295826,2.902736856,11.755737,2.084164243,0.977762802,0.748,8.355578357,130.6660852,-1.130783289,-1.130783289,1.130783289,1.298389382,0.14049297,36.06442295,0,0.015270515,-804.8682369,323.736108,2.711672501,2.711672501,2.893105046,11.65478733,2.075072409,0.937632413,0.768,8.675184715,130.6784519,7.521212821,7.521212821,7.521212821,60.40351941,1.959264103,0.977578876,0.039,7.85632172,383.8794786,skew
343,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.400477567,1.108662625,0.4,0,0.2,skew,2.270166384,2.270166384,4.012143223,25.79272093,4.545297047,1.191195668,0.863,14.95743941,49.94539104,29.6646658,2.335145124,2.335145124,4.240029582,27.79819345,4.729445883,1.059767079,0.896,17.49354887,49.37460291,-0.953124907,-0.953124907,0.955367207,1.080276193,0.414730161,17.93966806,0.007,0.090621095,-229.8180833,29.66463951,2.200911064,2.200911064,4.128291833,26.43314436,4.648735914,0.965001738,0.942,18.88360322,47.34429112,6.199381217,6.199381217,6.395451347,53.31497075,3.859733257,0.992312784,0.635,15.24708397,160.6168303,skew
344,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.400477567,1.108662625,0.4,0,0.2,skew,1.918073569,1.918073569,2.740116404,11.59416488,2.814796928,1.045013357,0.876,10.55852648,68.14252033,95.96606335,2.238931628,2.238931628,2.969870538,13.36806079,2.891990589,0.9644772,0.888,11.7539272,77.41835801,-0.970604575,-0.970604575,0.970604575,0.992590888,0.224873777,24.84789067,0,0.035475406,-431.6219472,95.96606097,2.293733785,2.293733785,3.06962085,14.28963935,3.006237206,0.90356317,0.911,13.04195843,76.29916165,6.054596222,6.054596222,6.078222807,43.58263759,2.632761594,0.965062418,0.404,10.69385318,229.971306,skew
345,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.400477567,1.108662625,0.4,0,0.2,skew,1.839370504,1.839370504,2.405535917,8.577386562,2.280197801,1.056042742,0.84,8.46387251,80.66714663,324.2398202,2.208508236,2.208508236,2.659935051,10.41090897,2.353495119,1.012628898,0.831,9.110476068,93.8395078,-0.9597405,-0.9597405,0.9597405,0.941021341,0.141207126,35.68947229,0,0.015509385,-679.6686049,324.2397746,2.209005315,2.209005315,2.663569566,10.44705674,2.360704383,0.9803212,0.848,9.439550155,93.57399132,5.974243823,5.974243823,5.985484336,40.59843344,2.216248167,1.020814408,0.219,8.510394354,269.5656522,skew
346,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.693147181,1.108662625,0.4,0,0.2,skew,2.603610297,2.603610297,3.863720828,23.52946983,4.094807773,1.151935355,0.852,13.93424678,63.58321174,30.00890916,2.217106671,2.217106671,4.061165391,25.3680033,4.524700456,1.092194774,0.896,16.23931948,49.0000762,-1.158106236,-1.158106236,1.160402168,1.525277922,0.42924599,18.29932921,0,0.091949456,-269.8001293,30.00888671,2.036347096,2.036347096,3.931659074,23.87960783,4.444395458,0.993182645,0.932,17.54129529,45.81831465,7.56816148,7.56816148,7.625131386,71.77460211,3.809467939,1.018245358,0.497,14.66526688,198.6671525,skew
347,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.693147181,1.108662625,0.4,0,0.2,skew,2.699562014,2.699562014,3.080028108,14.03287848,2.598460199,1.041435131,0.799,9.7805197,103.8908356,95.88341617,2.644406795,2.644406795,3.138143822,14.81641933,2.798457324,1.005461717,0.838,10.91016291,94.49516249,-1.138752443,-1.138752443,1.138752443,1.347208153,0.224725454,24.99772443,0,0.035239511,-506.7305121,95.88343032,2.694817141,2.694817141,3.227920854,15.69085833,2.904695538,0.938660613,0.88,12.13025999,92.77451305,7.541056753,7.541056753,7.541056753,63.48130588,2.57301172,0.998045645,0.167,10.10577086,293.0828762,skew
348,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.693147181,1.108662625,0.4,0,0.2,skew,2.690770112,2.690770112,2.825003662,11.06189342,1.955882179,0.993358172,0.716,7.718180077,137.573221,323.8851358,2.725687287,2.725687287,2.884048763,11.70066925,2.067746029,0.971283863,0.745,8.345053181,131.819249,-1.131106451,-1.131106451,1.131106451,1.298255651,0.137378015,34.15870793,0,0.015764997,-823.3533215,323.8848419,2.711782012,2.711782012,2.872968641,11.61218845,2.064628165,0.9345744,0.77,8.659763939,131.3448134,7.487668802,7.487668802,7.487668802,59.83342261,1.942166453,0.971195262,0.028,7.838951541,385.5317752,skew
349,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,100,1.108662625,1.108662625,0.4,0,0.2,skew,3.223326122,3.223326122,3.750323584,21.62933308,3.354214147,1.104994337,0.819,11.89895496,96.09780358,30.13837195,2.11939762,2.11939762,3.410325772,19.10767972,3.824978942,1.123445633,0.895,13.34612152,55.40939315,-1.348269729,-1.348269729,1.348269729,1.987234516,0.411792211,18.15509027,0,0.088911472,-327.4150632,30.13837229,1.90728095,1.90728095,3.246252525,17.39145832,3.710458894,1.012517798,0.927,14.36491451,51.40283196,8.451164868,8.451164868,8.457438479,82.90753736,3.390700014,1.00422191,0.286,13.23542106,249.2454311,skew
350,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,300,1.108662625,1.108662625,0.4,0,0.2,skew,3.184913896,3.184913896,3.285307436,14.38845459,2.061316836,0.986846417,0.679,8.187913924,154.5087024,96.24697388,2.463435463,2.463435463,2.812393481,11.53820976,2.339908257,1.022205213,0.817,8.973023911,105.2791474,-1.340170045,-1.340170045,1.340170045,1.847203246,0.22627129,25.24869804,0,0.035129224,-592.284617,96.247023,2.490222503,2.490222503,2.870895124,12.07176204,2.42413497,0.950218936,0.848,10.00025795,102.7262316,8.449111061,8.449111061,8.449111061,76.41439759,2.243201245,0.997038518,0.039,8.81930551,376.6541714,skew
351,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,1.108662625,1.108662625,0.4,0,0.2,skew,3.331185865,3.331185865,3.34380322,13.52390058,1.558695237,0.971972137,0.451,6.286160706,213.7163049,325.8247551,2.6982337,2.6982337,2.780301755,10.25014873,1.724139289,1.003055781,0.633,6.737912232,156.4974314,-1.353413872,-1.353413872,1.353413872,1.85248602,0.144144681,36.55210714,0,0.015458391,-938.927375,325.8244757,2.684534424,2.684534424,2.768506276,10.17620713,1.724080772,0.962897386,0.671,7.01868396,155.7081587,8.647433913,8.647433913,8.647433913,77.45671173,1.637461369,0.981693999,0,6.538423,528.1000257,skew
352,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.400477567,0.400477567,0.4,0.35,0.2,skew,-0.065014688,-0.065014688,3.452002551,18.54983641,4.308616214,1.127240695,0.912,14.98301586,-1.508945913,37.00992945,0.849702009,0.849702009,3.470501052,18.56272295,4.225942266,1.034140125,0.935,16.01851518,20.10680589,-0.659120787,-0.659120787,0.669821862,0.549950357,0.340037897,14.11776099,0.011,0.094414692,-193.8374498,37.01001824,0.917138105,0.917138105,3.434058077,18.11415282,4.158160749,0.951166988,0.946,17.13651843,22.05634079,2.387095528,2.387095528,3.545529261,19.29732522,3.689541011,0.981439311,0.9,14.73624996,64.69898344,skew
353,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.400477567,0.400477567,0.4,0.35,0.2,skew,-0.08808954,-0.08808954,2.256881277,8.174599847,2.859198331,1.051839631,0.94,10.65547558,-3.080917448,118.450443,0.528294907,0.528294907,2.318934979,8.509028941,2.870221525,1.003171765,0.949,11.21548874,18.40606736,-0.654741451,-0.654741451,0.654797746,0.46687582,0.195519002,20.44159065,0.002,0.037493188,-334.8735647,118.4504163,0.579654806,0.579654806,2.410599267,9.183100286,2.975895924,0.94543999,0.959,12.33848556,19.47832925,2.299266247,2.299266247,2.900058363,12.41124015,2.670533021,0.994016928,0.872,10.53130665,86.09765277,skew
354,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.400477567,0.400477567,0.4,0.35,0.2,skew,-0.061788459,-0.061788459,1.750711108,4.915469559,2.217333605,1.011325314,0.938,8.594453131,-2.786610843,403.0282055,0.462343163,0.462343163,1.827035858,5.34392627,2.266120114,0.984835863,0.945,9.019805172,20.40241206,-0.64788367,-0.64788367,0.64788367,0.436120603,0.127998971,31.33687101,0,0.016011386,-506.1631873,403.0282096,0.471583425,0.471583425,1.829476869,5.350263193,2.265613663,0.956861806,0.951,9.281426338,20.81482085,2.311735329,2.311735329,2.615202797,9.899886378,2.135492091,0.979414293,0.84,8.54691956,108.2530504,skew
355,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.693147181,0.400477567,0.4,0.35,0.2,skew,-0.018173542,-0.018173542,3.446836472,19.06286399,4.368250832,1.109303746,0.93,15.43601442,-0.41603705,37.28667894,0.811705169,0.811705169,3.727097492,22.04527478,4.626858255,1.091562376,0.918,16.61558833,17.54333339,-0.855368966,-0.855368966,0.856208257,0.841631443,0.331791292,14.13610615,0.002,0.09200539,-257.8033202,37.28675414,0.817136974,0.817136974,3.677538707,21.40774316,4.556401115,1.0015182,0.936,17.83368907,17.93382438,3.556514804,3.556514804,4.39499939,28.7836813,4.018835002,1.02657396,0.839,15.34574648,88.49616374,skew
356,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.693147181,0.400477567,0.4,0.35,0.2,skew,0.00034104,0.00034104,2.322198861,8.529082552,2.921920611,1.041513928,0.94,10.9971821,0.011671764,118.3677735,0.644889524,0.644889524,2.462858919,9.622486639,3.035756901,1.025402736,0.932,11.60514592,21.24312142,-0.853786702,-0.853786702,0.853786702,0.763355182,0.185574478,19.98242267,0,0.036403924,-460.0776524,118.3677599,0.678782472,0.678782472,2.561606507,10.39029073,3.152694811,0.966310988,0.943,12.7891918,21.53023088,3.612058802,3.612058802,3.889317322,21.05706723,2.831627899,1.015245183,0.742,10.93310029,127.5612097,skew
357,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.693147181,0.400477567,0.4,0.35,0.2,skew,-0.151996879,-0.151996879,1.900788912,5.619770988,2.366911533,1.049088688,0.935,8.84398319,-6.421738915,402.4908264,0.532607383,0.532607383,2.037177649,6.382895333,2.470896606,1.041851997,0.933,9.296653214,21.55522745,-0.85303429,-0.85303429,0.85303429,0.744605555,0.130211401,31.69490293,0,0.016104145,-655.1149001,402.4916637,0.534532688,0.534532688,2.038965611,6.380487612,2.469992567,1.011660184,0.941,9.570598013,21.64106463,3.452178574,3.452178574,3.580755198,17.27502772,2.315783595,1.029164516,0.663,8.820460427,149.0717259,skew
