Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,Bucher.ate,Bucher.bias,Bucher.mae,Bucher.mse,Bucher.empse,Bucher.vr,Bucher.cov,Bucher.ciwidth,Bucher.std_bias
346,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,100,0.693147181,1.108662625,0.4,0,0.2,skew,-0.120261715,-0.120261715,0.232597008,0.08548511,0.266633313,1.055147013,0.915,0.990557115,-45.10378456,79.24811127,-0.071570492,-0.071570492,0.258236941,0.104981534,0.316163182,1.10234801,0.909,1.124270094,-22.6371999,-0.104793112,-0.104793112,0.231447739,0.083851509,0.27007935,1.049521361,0.916,1.008737542,-38.80086073,79.24811127,-0.0705793,-0.0705793,0.271255916,0.115517976,0.332636716,1.119435918,0.911,1.164793757,-21.2181326,-0.262067977,-0.262067977,0.302974728,0.135712547,0.25903672,1.05944292,0.807,0.958433213,-101.1702039
347,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,300,0.693147181,1.108662625,0.4,0,0.2,skew,-0.127319002,-0.127319002,0.176596969,0.047883843,0.178060159,1.018121007,0.882,0.685559962,-71.50336308,241.6930533,-0.085604344,-0.085604344,0.170388149,0.04510235,0.194453229,1.02621218,0.922,0.742772953,-44.0231022,-0.113401619,-0.113401619,0.16960783,0.044480058,0.177909478,1.008072107,0.899,0.691807992,-63.74119036,241.6930533,-0.082491507,-0.082491507,0.166764503,0.043087408,0.190575125,1.027710663,0.918,0.726897938,-43.28555821,-0.275256385,-0.275256385,0.282536137,0.106012415,0.174001765,1.018234986,0.641,0.669859506,-158.1917199
348,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,0.693147181,1.108662625,0.4,0,0.2,skew,-0.126293473,-0.126293473,0.147140592,0.03298841,0.130596417,0.941007222,0.869,0.544021912,-96.70515929,806.5963002,-0.085336451,-0.085336451,0.130939854,0.02718888,0.141161242,0.955124496,0.912,0.579340077,-60.45317415,-0.111963623,-0.111963623,0.138908941,0.029875994,0.131747858,0.945945088,0.884,0.545953587,-84.98325846,806.5963002,-0.085152041,-0.085152041,0.130989009,0.027210836,0.141350435,0.955291905,0.912,0.580014883,-60.24179599,-0.272208915,-0.272208915,0.273064078,0.090788523,0.129257638,0.941440552,0.498,0.53819716,-210.5940653
349,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,100,1.108662625,1.108662625,0.4,0,0.2,skew,-0.107871965,-0.107871965,0.224157837,0.076631407,0.255068826,1.02047294,0.927,0.979792198,-42.2913168,79.58600596,-0.069592441,-0.069592441,0.250825849,0.098066106,0.305477192,1.076262638,0.925,1.112598864,-22.78155049,-0.093964479,-0.093964479,0.223090387,0.076504361,0.260274433,1.022833281,0.929,0.997481261,-36.10207782,79.58600596,-0.068524205,-0.068524205,0.262258177,0.106800701,0.319698829,1.088083522,0.918,1.151746494,-21.43398691,-0.243450582,-0.243450582,0.286055799,0.119307665,0.245152155,1.014951876,0.823,0.946822022,-99.30591176
350,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,300,1.108662625,1.108662625,0.4,0,0.2,skew,-0.107453461,-0.107453461,0.164858503,0.041372431,0.172789007,0.995489385,0.911,0.680389437,-62.18767188,240.8521763,-0.06703941,-0.06703941,0.162607057,0.041238278,0.191783149,1.020482217,0.932,0.736687143,-34.95583941,-0.095038025,-0.095038025,0.161676407,0.040226871,0.176708435,1.009602995,0.917,0.686095762,-53.78239322,240.8521763,-0.064575426,-0.064575426,0.159009976,0.039352313,0.187663382,1.021761761,0.931,0.719959357,-34.41024318,-0.243285545,-0.243285545,0.253693361,0.087254069,0.167613564,0.992266717,0.699,0.66215372,-145.1466928
351,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCskew,1000,1.108662625,1.108662625,0.4,0,0.2,skew,-0.120371768,-0.120371768,0.146582316,0.032192237,0.133118724,0.96907878,0.871,0.538465828,-90.42437074,807.2940845,-0.081011929,-0.081011929,0.131725008,0.026798768,0.142323896,0.975543713,0.921,0.571885621,-56.92082025,-0.106828891,-0.106828891,0.139242255,0.02949081,0.134523213,0.976006005,0.883,0.540284897,-79.41297915,807.2940845,-0.08064647,-0.08064647,0.131926736,0.026809002,0.142567439,0.974345169,0.918,0.573568905,-56.56724296,-0.257509719,-0.257509719,0.260154231,0.083451151,0.130984932,0.965154173,0.517,0.531989099,-196.5949179
352,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.400477567,0.400477567,0.4,0.35,0.2,skew,-0.018099596,-0.018099596,0.209889167,0.069376964,0.26290395,0.988962379,0.956,1.042066481,-6.884489919,83.44852213,-0.064542769,-0.064542769,0.24924408,0.099513642,0.308939017,1.032847414,0.942,1.172504937,-20.89175077,-0.020600859,-0.020600859,0.208640357,0.068535106,0.261110877,0.97102581,0.959,1.054076853,-7.889697693,83.44852213,-0.080187076,-0.080187076,0.264200931,0.112020759,0.325109964,1.050443905,0.936,1.213208659,-24.66460129,-0.092870515,-0.092870515,0.221865042,0.078006294,0.26353522,1.005411378,0.94,1.027479002,-35.24026686
353,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.400477567,0.400477567,0.4,0.35,0.2,skew,0.005819511,0.005819511,0.140938601,0.031698145,0.178033632,0.966065266,0.96,0.722393234,3.268770404,254.5566802,-0.015919943,-0.015919943,0.154355892,0.037951935,0.194258143,0.976536914,0.954,0.779773829,-8.195251227,0.002375472,0.002375472,0.141439536,0.031826877,0.178474331,0.964638495,0.958,0.725252544,1.330988114,254.5566802,-0.019084096,-0.019084096,0.151586644,0.036620794,0.190506914,0.979964263,0.953,0.762041441,-10.01753453,-0.066085941,-0.066085941,0.149934077,0.035759348,0.177266521,0.970004647,0.941,0.716359449,-37.28055411
354,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.400477567,0.400477567,0.4,0.35,0.2,skew,-0.000991871,-0.000991871,0.116613024,0.021400423,0.146358668,0.995948936,0.954,0.576049049,-0.677698907,852.8000854,-0.015528973,-0.015528973,0.124587309,0.024620645,0.156217477,1.002859928,0.948,0.610614942,-9.940611518,-0.005928287,-0.005928287,0.116103046,0.021240733,0.145694253,0.990250227,0.953,0.576734004,-4.068991827,852.8000854,-0.016551945,-0.016551945,0.124911172,0.024680808,0.15630506,1.000823364,0.948,0.612200514,-10.58951343,-0.071935964,-0.071935964,0.130999295,0.026125061,0.144814535,0.989633511,0.92,0.573608855,-49.67454692
355,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.693147181,0.400477567,0.4,0.35,0.2,skew,0.00981461,0.00981461,0.210383419,0.06930352,0.263204237,1.019272793,0.945,1.01223309,3.728895332,83.86592055,-0.060794459,-0.060794459,0.245736373,0.096267929,0.304408652,1.036536663,0.945,1.151199017,-19.97133093,0.003994781,0.003994781,0.207669088,0.067611936,0.260122358,0.996158656,0.952,1.02359288,1.53573153,83.86592055,-0.074989909,-0.074989909,0.260591075,0.108129671,0.320326073,1.054579781,0.936,1.190668697,-23.41049184,-0.061795559,-0.061795559,0.216163915,0.072421222,0.262051906,1.018518957,0.954,1.008547352,-23.58141927
356,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.693147181,0.400477567,0.4,0.35,0.2,skew,0.016031131,0.016031131,0.144260395,0.032264401,0.178995652,0.993954847,0.951,0.70591744,8.95615654,254.5752087,-0.027184447,-0.027184447,0.16045431,0.040313982,0.199034173,1.017590013,0.938,0.766713127,-13.65818052,0.008580732,0.008580732,0.141766576,0.031894772,0.178474076,0.987452993,0.952,0.708495012,4.807831218,254.5752087,-0.029532315,-0.029532315,0.157704196,0.038868019,0.195022806,1.019380216,0.938,0.749941326,-15.14300614,-0.052570745,-0.052570745,0.149775987,0.034288233,0.177640385,0.988847798,0.951,0.70419079,-29.59391548
357,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.693147181,0.400477567,0.4,0.35,0.2,skew,0.026797128,0.026797128,0.118474115,0.021945232,0.14576829,1.010279607,0.946,0.565587185,18.38337293,851.9397379,-0.010562802,-0.010562802,0.124352301,0.024547335,0.156397643,1.018945408,0.941,0.601668639,-6.753811646,0.017956925,0.017956925,0.116210592,0.021251586,0.144741441,1.002038722,0.953,0.566221655,12.40620841,851.9397379,-0.011625943,-0.011625943,0.124844457,0.024726316,0.156894133,1.019212247,0.941,0.603420632,-7.41005582,-0.040506381,-0.040506381,0.119791437,0.022889541,0.145842533,1.011754712,0.931,0.565050222,-27.77405209
358,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,1.108662625,0.400477567,0.4,0.35,0.2,skew,0.052365278,0.052365278,0.190968177,0.060999075,0.241485543,0.962780641,0.945,0.98320001,21.68464293,83.72596235,-0.064164947,-0.064164947,0.245909934,0.096034082,0.303329772,1.049200738,0.935,1.133272989,-21.1535277,0.034480382,0.034480382,0.192682358,0.058816525,0.240177671,0.947581729,0.963,0.993559859,14.35619785,83.72596235,-0.078188541,-0.078188541,0.258436123,0.105955284,0.316135696,1.057162485,0.927,1.172222032,-24.73258872,-0.008980703,-0.008980703,0.190236856,0.058015979,0.240818021,0.956835119,0.953,0.986574674,-3.729248632
359,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,1.108662625,0.400477567,0.4,0.35,0.2,skew,0.047186331,0.047186331,0.140462038,0.031057941,0.169883053,0.967450639,0.954,0.688334169,27.7757728,255.0570253,-0.040491212,-0.040491212,0.153461409,0.036572585,0.186997366,0.970079984,0.956,0.755624504,-21.65335944,0.032281862,0.032281862,0.135541628,0.028658279,0.166264259,0.943591228,0.96,0.690705784,19.41599616,255.0570253,-0.042701529,-0.042701529,0.151065512,0.035372461,0.183255622,0.973687908,0.954,0.737760871,-23.30162028,-0.013879506,-0.013879506,0.13688005,0.02957147,0.171488301,0.973086413,0.961,0.690814074,-8.093558696
360,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,1.108662625,0.400477567,0.4,0.35,0.2,skew,0.053956581,0.053956581,0.122523773,0.023860249,0.144809897,1.025591167,0.932,0.55348016,37.26028527,852.1027793,-0.026406194,-0.026406194,0.127123637,0.024766219,0.155219281,1.02853007,0.94,0.591570843,-17.01218671,0.038382315,0.038382315,0.117991596,0.022132609,0.143805726,1.017421591,0.939,0.554055559,26.69039413,852.1027793,-0.027667288,-0.027667288,0.12759327,0.02494036,0.155560535,1.028351473,0.94,0.592974394,-17.78554415,-0.006583954,-0.006583954,0.116252716,0.021040956,0.14497802,1.024829136,0.946,0.554534776,-4.541346339
361,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.400477567,0.693147181,0.4,0.35,0.2,skew,-0.037491676,-0.037491676,0.206407787,0.06506889,0.252442056,0.9949783,0.955,0.994549001,-14.8515966,83.6419996,-0.032655676,-0.032655676,0.235954776,0.087920822,0.294858221,1.021318479,0.948,1.131696931,-11.07504331,-0.032043746,-0.032043746,0.199548809,0.062664035,0.248392698,0.964033863,0.967,1.010007554,-12.90043808,83.6419996,-0.039472883,-0.039472883,0.24760209,0.096808202,0.308780568,1.033320879,0.943,1.171366619,-12.78347365,-0.153673317,-0.153673317,0.241975914,0.089885091,0.257557641,1.014285207,0.912,0.995388076,-59.66560202
362,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.400477567,0.693147181,0.4,0.35,0.2,skew,-0.045963886,-0.045963886,0.148260005,0.034173492,0.179144932,1.011809828,0.933,0.69403875,-25.65737467,254.84347,-0.026100586,-0.026100586,0.158884214,0.039289947,0.196589302,1.020930247,0.942,0.754817391,-13.27670725,-0.041213552,-0.041213552,0.145138956,0.03310049,0.177294574,0.994356685,0.943,0.698926221,-23.24580545,254.84347,-0.027911227,-0.027911227,0.156098736,0.037936259,0.192858542,1.024735346,0.94,0.737743258,-14.47238283,-0.164798731,-0.164798731,0.197777034,0.05849419,0.177107128,0.999659316,0.838,0.694483785,-93.05030932
363,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.400477567,0.693147181,0.4,0.35,0.2,skew,-0.047073084,-0.047073084,0.118873086,0.021755786,0.139855176,0.987753905,0.942,0.555019033,-33.65844993,852.26454,-0.021340377,-0.021340377,0.121944947,0.022692179,0.149194592,0.988150867,0.959,0.591844903,-14.30372035,-0.043457627,-0.043457627,0.117208195,0.021281073,0.139326665,0.981471125,0.944,0.55646109,-31.19117746,852.26454,-0.022134055,-0.022134055,0.122190874,0.022784586,0.14938871,0.988200524,0.958,0.592585177,-14.81641753,-0.162989227,-0.162989227,0.178856771,0.046337378,0.14068291,0.992492763,0.772,0.555638181,-115.8557404
364,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.693147181,0.693147181,0.4,0.35,0.2,skew,-0.036230781,-0.036230781,0.19965758,0.064311071,0.251120415,1.011317338,0.948,0.973358115,-14.42765263,83.81456714,-0.032909745,-0.032909745,0.245202578,0.094129628,0.305188002,1.069824124,0.928,1.118235192,-10.7834335,-0.029571862,-0.029571862,0.196825624,0.06311256,0.249600412,0.990669823,0.949,0.987630404,-11.84768159,83.81456714,-0.039508068,-0.039508068,0.25647888,0.103503283,0.319443954,1.083667406,0.928,1.155518089,-12.36776194,-0.145548287,-0.145548287,0.233043779,0.085564193,0.253858885,1.013382313,0.918,0.981967546,-57.33432848
365,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.693147181,0.693147181,0.4,0.35,0.2,skew,-0.030529919,-0.030529919,0.138067056,0.029689241,0.169664231,0.978453376,0.95,0.679717174,-17.99431674,254.7446846,-0.014984123,-0.014984123,0.1498365,0.03522898,0.187188396,0.987638905,0.953,0.742948688,-8.004835341,-0.031711791,-0.031711791,0.137126739,0.029049559,0.167546989,0.960578188,0.961,0.68372584,-18.92710271,254.7446846,-0.016154656,-0.016154656,0.147469827,0.03406583,0.183952971,0.990686425,0.955,0.727861388,-8.781948977,-0.138179222,-0.138179222,0.179587781,0.04875651,0.172315714,0.986222601,0.867,0.684901347,-80.18956519
366,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.693147181,0.693147181,0.4,0.35,0.2,skew,-0.029980805,-0.029980805,0.113825107,0.019797579,0.137541442,0.987785744,0.946,0.545819323,-21.79765191,851.9263332,-0.01105221,-0.01105221,0.117456846,0.021410713,0.145979009,0.98125053,0.952,0.583161163,-7.571095549,-0.030999336,-0.030999336,0.114088826,0.019735217,0.137087751,0.982395608,0.948,0.54700378,-22.61276853,851.9263332,-0.011273203,-0.011273203,0.117841158,0.021533728,0.146383303,0.981361067,0.952,0.58471038,-7.701153326,-0.138046247,-0.138046247,0.16284343,0.037964075,0.137572655,0.983940802,0.846,0.548076569,-100.3442483
367,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,1.108662625,0.693147181,0.4,0.35,0.2,skew,-0.021380039,-0.021380039,0.193334697,0.058346354,0.240722236,0.989561145,0.956,0.953567984,-8.881621953,83.83182827,-0.037794117,-0.037794117,0.241391614,0.092073297,0.301223566,1.067511391,0.942,1.106100312,-12.54686598,-0.01913905,-0.01913905,0.193571733,0.058560279,0.241354984,0.979237879,0.957,0.966153549,-7.929834269,83.83182827,-0.044491362,-0.044491362,0.254899297,0.102520587,0.317240835,1.087842759,0.935,1.143144275,-14.02447512,-0.121727712,-0.121727712,0.216166968,0.073663366,0.242702769,0.982430436,0.933,0.968391592,-50.15505707
368,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,1.108662625,0.693147181,0.4,0.35,0.2,skew,-0.016572512,-0.016572512,0.13513655,0.028852134,0.169133357,0.992537558,0.95,0.667975303,-9.798488371,254.3185916,-0.022895576,-0.022895576,0.154124899,0.03717292,0.191534326,1.01987267,0.94,0.736171075,-11.9537718,-0.021388361,-0.021388361,0.134655125,0.028828265,0.168520629,0.983984809,0.949,0.67134037,-12.69183574,254.3185916,-0.024287341,-0.024287341,0.151333166,0.035842332,0.187850324,1.023097079,0.942,0.719735943,-12.92909191,-0.114474811,-0.114474811,0.165094135,0.041746433,0.169324013,0.982083304,0.896,0.675846879,-67.60695576
369,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,1.108662625,0.693147181,0.4,0.35,0.2,skew,-0.01565553,-0.01565553,0.111911795,0.01922449,0.137834658,1.004861754,0.951,0.537687824,-11.35819549,852.6705362,-0.013664372,-0.013664372,0.121502141,0.022881813,0.150724304,1.025892103,0.945,0.575916719,-9.065805588,-0.020094003,-0.020094003,0.112075251,0.019142874,0.136959349,0.996738979,0.954,0.538627259,-14.67150859,852.6705362,-0.014082242,-0.014082242,0.122013381,0.023042552,0.151218748,1.026483909,0.945,0.57747286,-9.312497647,-0.112870434,-0.112870434,0.144300184,0.03142828,0.136774459,0.991127979,0.868,0.540945307,-82.52303459
370,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.400477567,1.108662625,0.4,0.35,0.2,skew,-0.119240975,-0.119240975,0.215323482,0.07165291,0.239774878,0.975333443,0.933,0.963670688,-49.73038706,83.5930689,0.00058711,0.00058711,0.230396598,0.083799249,0.289625252,1.017476236,0.946,1.115809969,0.202713828,-0.094029859,-0.094029859,0.202930451,0.064282298,0.235576272,0.937827371,0.952,0.984660977,-39.91482612,83.5930689,0.003645075,0.003645075,0.241614956,0.09176546,0.303057779,1.028575121,0.939,1.154961498,1.202765644,-0.293154742,-0.293154742,0.319555933,0.147091432,0.247412493,0.994616683,0.782,0.975088362,-118.4882536
371,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.400477567,1.108662625,0.4,0.35,0.2,skew,-0.125053919,-0.125053919,0.170731443,0.043793271,0.167877847,0.97788428,0.894,0.672951882,-74.4910194,255.1775377,-0.006450699,-0.006450699,0.148907502,0.035066249,0.18724235,0.989952026,0.952,0.741426358,-3.445106927,-0.107276155,-0.107276155,0.157876159,0.038173336,0.163376419,0.941462629,0.923,0.680243457,-65.66195789,255.1775377,-0.005545746,-0.005545746,0.146110143,0.033633397,0.183401957,0.991061814,0.952,0.725406276,-3.023820312,-0.294394498,-0.294394498,0.302646588,0.115116945,0.168752189,0.972244279,0.592,0.680380889,-174.4537356
372,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.400477567,1.108662625,0.4,0.35,0.2,skew,-0.125919838,-0.125919838,0.15366919,0.034683975,0.137284438,0.993516396,0.857,0.541656996,-91.72185887,851.3871681,-0.004551173,-0.004551173,0.118413631,0.02228343,0.149281618,1.007499352,0.954,0.580817436,-3.048716109,-0.110510089,-0.110510089,0.144198022,0.030923656,0.136857247,0.985957573,0.879,0.544111193,-80.74843759,851.3871681,-0.004421447,-0.004421447,0.118769708,0.022394883,0.149658717,1.007680901,0.954,0.582179727,-2.954353375,-0.29809204,-0.29809204,0.29989717,0.107919847,0.138130603,0.993600686,0.415,0.544949314,-215.8044879
373,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,0.693147181,1.108662625,0.4,0.35,0.2,skew,-0.127759815,-0.127759815,0.220012908,0.074024126,0.240331678,0.996532065,0.917,0.945361316,-53.15978988,84.02543769,0.008770006,0.008770006,0.225902537,0.082645343,0.28749101,1.02312592,0.947,1.101471511,3.050532213,-0.105462737,-0.105462737,0.204871978,0.064603976,0.23137658,0.941801064,0.947,0.963026654,-45.58055832,84.02543769,0.010831999,0.010831999,0.237315357,0.091467606,0.302393313,1.03969753,0.935,1.14010082,3.582089376,-0.289785711,-0.289785711,0.318249843,0.143142381,0.243363615,0.98914277,0.797,0.964438977,-119.0751998
374,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,0.693147181,1.108662625,0.4,0.35,0.2,skew,-0.135611441,-0.135611441,0.179506471,0.048617385,0.173945908,1.02884919,0.868,0.662736032,-77.96184598,253.9762185,0.005205862,0.005205862,0.154751706,0.037429975,0.193494997,1.032561918,0.941,0.734567525,2.690437548,-0.122056323,-0.122056323,0.17029489,0.043410692,0.16894226,0.990113496,0.893,0.66885412,-72.24736019,253.9762185,0.006055796,0.006055796,0.151866472,0.036001809,0.189739657,1.034914127,0.94,0.718673917,3.191634205,-0.298670043,-0.298670043,0.304419338,0.120571522,0.177197985,1.031078982,0.586,0.673666468,-168.5516027
375,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,0.693147181,1.108662625,0.4,0.35,0.2,skew,-0.131011667,-0.131011667,0.152826822,0.034861369,0.133097811,0.976106264,0.85,0.534505159,-98.43262315,851.4742102,0.006724017,0.006724017,0.114252128,0.020992516,0.144804255,0.98769616,0.945,0.574693182,4.643521829,-0.118744244,-0.118744244,0.144853873,0.031746438,0.132905629,0.97116786,0.873,0.536447421,-89.34478158,851.4742102,0.007240794,0.007240794,0.114568031,0.021129506,0.145252108,0.988711232,0.945,0.575878761,4.984983551,-0.291622838,-0.291622838,0.292693117,0.103576657,0.136203263,0.990436678,0.43,0.539062206,-214.1085547
376,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,100,1.108662625,1.108662625,0.4,0.35,0.2,skew,-0.119311905,-0.119311905,0.212112666,0.071125209,0.23863534,1.005328265,0.925,0.930475522,-49.99758417,83.79787704,0.039338512,0.039338512,0.234555718,0.087121012,0.292675848,1.049721832,0.933,1.092925963,13.44098346,-0.1001384,-0.1001384,0.198154325,0.061203245,0.226333323,0.938954191,0.941,0.944892019,-44.24377238,83.79787704,0.042251131,0.042251131,0.245250929,0.095594778,0.306436817,1.061291218,0.931,1.131838491,13.78787689,-0.262870766,-0.262870766,0.296783101,0.129632375,0.246154276,1.011840049,0.813,0.953616168,-106.7910622
377,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,300,1.108662625,1.108662625,0.4,0.35,0.2,skew,-0.128312656,-0.128312656,0.169668172,0.043543261,0.164639696,0.98781911,0.87,0.65333394,-77.93543029,254.3763068,0.016718727,0.016718727,0.153856205,0.036656382,0.190822637,1.028010534,0.938,0.727629697,8.761395895,-0.120177345,-0.120177345,0.163881388,0.040743448,0.162256527,0.966872295,0.901,0.65782617,-74.06626209,254.3763068,0.017424845,0.017424845,0.150691883,0.035132406,0.186718087,1.029333523,0.939,0.711063457,9.332167608,-0.271611932,-0.271611932,0.278125735,0.102255494,0.1688519,0.993724965,0.637,0.666066877,-160.8580846
378,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0.35sdBC0.2shapeBCskew,1000,1.108662625,1.108662625,0.4,0.35,0.2,skew,-0.135197565,-0.135197565,0.155832986,0.035785089,0.132379122,0.983039187,0.84,0.527869721,-102.1290695,852.118083,0.017226699,0.017226699,0.114918668,0.020987463,0.143914612,0.992633009,0.943,0.568321733,11.97008324,-0.126904627,-0.126904627,0.149050323,0.03295502,0.129873412,0.961869111,0.865,0.529276191,-97.71409372,852.118083,0.01780605,0.01780605,0.115183535,0.021103311,0.144246533,0.99222064,0.944,0.569869239,12.34417884,-0.278589498,-0.278589498,0.280374281,0.095421946,0.13352035,0.981542231,0.464464464,0.533232435,-208.6494664
379,N_AC100b_X0.4b_EM0.4meanX_AC0.3corX0sdBC0.2shapeBCskew,100,0.400477567,0.400477567,0.3,0,0.2,skew,-0.058083066,-0.058083066,0.305984289,0.148871221,0.381632312,1.121152003,0.918,1.334316104,-15.21964045,43.2095352,-0.09690506,-0.09690506,0.31905304,0.163666286,0.392975986,1.066672513,0.938,1.444152296,-24.65928277,-0.04797453,-0.04797453,0.279722487,0.123375348,0.348130705,1.008521417,0.947,1.353116813,-13.78060855,43.2095352,-0.112228378,-0.112228378,0.338185871,0.183313058,0.41338691,1.082495018,0.93,1.496955538,-27.14850799,-0.172459502,-0.172459502,0.253680526,0.101381737,0.26778941,1.009090719,0.911,1.040258501,-64.40116563
380,N_AC300b_X0.4b_EM0.4meanX_AC0.3corX0sdBC0.2shapeBCskew,300,0.400477567,0.400477567,0.3,0,0.2,skew,-0.056292373,-0.056292373,0.193873542,0.059620906,0.237715342,1.051309469,0.935,0.886348924,-23.68058044,129.0042835,-0.073647682,-0.073647682,0.199095627,0.062593697,0.239221535,1.036842636,0.926,0.904410324,-30.78639302,-0.056485232,-0.056485232,0.184598505,0.053583084,0.22459507,0.98850708,0.939,0.890632464,-25.14980956,129.0042835,-0.076238022,-0.076238022,0.196398095,0.060968623,0.234971484,1.04160974,0.924,0.884276766,-32.44564874,-0.167754192,-0.167754192,0.201976948,0.062756208,0.186143462,1.011021396,0.837,0.721714661,-90.12091511
381,N_AC1000b_X0.4b_EM0.4meanX_AC0.3corX0sdBC0.2shapeBCskew,1000,0.400477567,0.400477567,0.3,0,0.2,skew,-0.055389585,-0.055389585,0.136378801,0.029348457,0.16219358,0.983252895,0.941,0.646616097,-34.15029473,424.1428046,-0.065949783,-0.065949783,0.144035932,0.03169277,0.165441127,0.984082037,0.944,0.659007356,-39.86299189,-0.054869812,-0.054869812,0.133223746,0.027313312,0.155970968,0.943852385,0.952,0.647765444,-35.17950342,424.1428046,-0.067167942,-0.067167942,0.144540598,0.031915371,0.16562388,0.984185288,0.942,0.659666107,-40.55450369,-0.1727458,-0.1727458,0.192622221,0.051240934,0.146359981,0.997116394,0.787,0.575379751,-118.0280285
382,N_AC100b_X0.69b_EM0.4meanX_AC0.3corX0sdBC0.2shapeBCskew,100,0.693147181,0.400477567,0.3,0,0.2,skew,-0.068237624,-0.068237624,0.297386414,0.142106838,0.370928636,1.109032764,0.93,1.311064542,-18.3964293,43.28379504,-0.116910597,-0.116910597,0.326490861,0.169013054,0.394335474,1.082243296,0.926,1.428298666,-29.64749664,-0.062183938,-0.062183938,0.278325706,0.1236669,0.346294641,1.021476038,0.94,1.328910319,-17.95694494,43.28379504,-0.133469979,-0.133469979,0.347749995,0.190785926,0.416106759,1.10308279,0.923,1.478681872,-32.07589791,-0.155259532,-0.155259532,0.247837839,0.096376666,0.268967446,1.029994084,0.911,1.023630164,-57.72428403
